('Philosophy',),30
('Complexity',),30
('Anthropology',),7
('Physics',),26
('Linguistics',),11
('Arts',),20
('Mathematics',),37
('Cognitive Science',),35
('Biology',),17
('Education',),14
('Computer Science',),28
